timestamp	commit	toffoli	clifford	qubits	ops	correct	notes
1776219465	135de21	101284162.000	211257273.000	3595	383933667	OK	baseline
1776219642	135de21	98893282.000	201627097.000	3339	368397635	OK	mod_sub_qq = gate-inverse of mod_add_qq
